Rating,App,Category,Reviews,Installs,Type,Price,Content Rating,Current Ver,Android Ver,SizeInMB,Genre1,Genre2,DateLastUpdated
4.8,Calculator with Percent (Free),Tools,48211,1000000,Free,0,Everyone,32.1,4.1,7.4,Tools,,18/11/2017
4.8,Calcy IV,Tools,36557,1000000,Free,0,Everyone,2.51f,5,14,Tools,,03/08/2018
4.8,Cardi B Wallpaper,Art and design,253,50000,Free,0,Everyone,1.0.0,4,3.7,Art & Design,,01/11/2017
4.8,"Cash, Inc. Money Clicker Game & Business Adventure",Game,549720,10000000,Free,0,Everyone,2.1.1.4.0,4.4,85,Simulation,,19/07/2018
4.7,Theme For Techno Camon CX,Personalization,42,5000,Free,0,Everyone,1.0.,4,10,Personalization,,10/05/2017
4.7,Tie - Always be happy,Beauty,964,50000,Free,0,Everyone,4,4.2,9,Beauty,,21/06/2018
4.7,Tiny Scanner - PDF Scanner App,Business,286897,10000000,Free,0,Everyone,1.2.6,3,39,Business,,30/05/2017
4.7,To Do List,Productivity,253155,5000000,Free,0,Everyone,3.0.17,4,3.5,Productivity,,19/03/2018
4.7,Toca Life: City,Education,31085,500000,Paid,3.99,Everyone,1.5-play,4.4,24,Education,Pretend Play,06/07/2018
4.7,Toca Life: City,Family,31100,500000,Paid,3.99,Everyone,1.5-play,4.4,24,Education,Pretend Play,06/07/2018
4.7,Toca Life: Hospital,Education,3528,100000,Paid,3.99,Everyone,1.1.1-play,4.4,24,Education,Pretend Play,12/06/2018
4.7,Toilet Ek Prem Katha Songs Lyrics in Hindi,Family,3,1000,Free,0,Everyone,1,4.1,2,Entertainment,,10/08/2017
4.8,DB for Hustle Castle,Family,21,1000,Free,0,Everyone,1.1,4.1,49,Role Playing,,04/07/2018
4.8,DG Fitness,Health and fitness,6,100,Free,0,Everyone,7.7.3,4.1,14,Health & Fitness,,23/03/2018
4.8,dk,Family,5,10,Free,0,Everyone,1,2.3,1.5,Education,,18/09/2017
4.8,Dark Infusion Substratum Theme for Android N & O,Personalization,133,1000,Paid,2.49,Everyone,15.6,7,59,Personalization,,03/08/2018
4.8,CI Capital - Dynamic,Finance,4,50,Free,0,Everyone,1.0.17.0423,5,5.1,Finance,,23/05/2018
4.8,Citizens Bank - CB Mobile,Finance,6,1000,Free,0,Everyone,4.19.62,4.4,11,Finance,,02/08/2018
4.8,Classical music for baby,Parenting,1940,100000,Free,0,Everyone,1.04,4.2,38,Parenting,Music & Video,18/07/2018
4.8,cm to inches | centimeters to inches conversion,Tools,52,5000,Free,0,Everyone,1.3.2,4,1.9,Tools,,07/05/2018
4.8,CompTIA Exam Training,Family,3053,50000,Free,0,Everyone,1.7,4.2,17,Education,,03/07/2018
4.8,Cp Calculator for Evolution:GO,Family,124,500,Free,0,Everyone,1.2,4.2,2.5,Entertainment,,23/08/2016
4.8,CS Interview Questions (TechQ),Family,33,5000,Free,0,Everyone,1.5,4.1,6.7,Education,,27/01/2017
4.8,CW Beacon for Ham Radio,Communication,10,100,Paid,1.49,Everyone,KM,1.6,0.5,Communication,,22/01/2015
4.8,Cy-Reader,Family,17,100,Free,0,Everyone,1.7,4.2,15,Education,,03/08/2018
4.7,Surah Al-Waqiah,Books and reference,1201,100000,Free,0,Everyone,1,2.3.3,2.9,Books & Reference,,24/06/2015
4.7,"Sweet Camera - Selfie Filters, Beauty Camera",Photography,233039,10000000,Free,0,Everyone,1.5.3,4.4,24,Photography,,28/07/2018
4.7,Swift Dark CM / CM13 Theme,Personalization,1500,10000,Paid,1.99,Everyone,3.3.3,5,41,Personalization,,05/01/2017
4.7,Sworkit Kids - Fitness Meets Fun,Family,9856,100000,Free,0,Everyone,1.1.1,4,55,Health & Fitness,Education,02/02/2016
4.7,Sygic Car Navigation,Maps and navigation,162049,5000000,Free,0,Everyone,18.0.2,4.4,48,Maps & Navigation,,07/08/2018
4.7,Tastely,Food and drink,611136,10000000,Free,0,Everyone,3.2.0d,4.0.3,19,Food & Drink,,13/07/2018
4.7,Teach Me Anatomy,Medical,9945,500000,Free,0,Everyone,5.11,4.1,97,Medical,,05/07/2018
4.7,TelaDoc,Medical,6,1000,Free,0,Everyone,1.3.0,5,13,Medical,,31/03/2018
4.7,that's lit,Game,1115,100000,Free,0,Everyone,1,4.3,39,Arcade,,07/07/2017
4.7,The EO Bar,Health and fitness,416,10000,Paid,6.99,Everyone,1.3.7,4.1,34,Health & Fitness,,02/07/2018
4.7,Sound Meter,Tools,88993,10000000,Free,0,Everyone,3.2.6,2.3,1.5,Tools,,10/06/2018
4.7,"Speed Booster - Ram, Battery & Game Speed Booster",Tools,85079,1000000,Free,0,Everyone,1.0.4,2.3,2.8,Tools,,17/07/2018
4.7,Step Counter - Pedometer Free & Calorie Counter,Health and fitness,117925,10000000,Free,0,Everyone,1.0.26,4.1,7,Health & Fitness,,24/07/2018
4.7,StyleSeat,Lifestyle,20304,500000,Free,0,Everyone,4.35,4.0.3,24,Lifestyle,,31/07/2018
4.7,The Holy Rosary,Lifestyle,56197,1000000,Free,0,Everyone,1.6.17,1.6,15,Lifestyle,,06/08/2018
4.7,The Zueira's Voice,Tools,136540,1000000,Free,0,Everyone,4.75,4.0.3,3.1,Tools,,10/07/2018
4.7,theCut,Lifestyle,499,50000,Free,0,Everyone,1.2.7,4.1,6.9,Lifestyle,,10/05/2018
4.7,Ruler,House and home,126,10000,Free,0,Everyone,1,4,1.9,House & Home,,21/08/2017
4.7,SA HLA BU,Books and reference,119,1000,Free,0,Everyone,1,4.1,1.5,Books & Reference,,21/09/2017
4.7,Sabbath School,Books and reference,28237,100000,Free,0,Everyone,3.2.994,4.0.3,10,Books & Reference,,22/04/2018
4.7,Safe Ag Systemsâ„¢,Business,3,100,Free,0,Everyone,2.0.3,4.0.3,36,Business,,22/07/2018
4.7,Sandbox - Color by Number Coloring Pages,Family,412744,10000000,Free,0,Everyone,0.2.7,4.4,10,Entertainment,Creativity,19/07/2018
4.7,Sandbox Art-Sandbox Color by Number Coloring Pages,Family,12784,1000000,Free,0,Everyone,1.3.3,4.1,15,Entertainment,,04/08/2018
4.7,SCI-FI UI,Family,15,100,Paid,1.99,Everyone,0.0.53,1.6,3.9,Entertainment,,16/04/2018
4.7,SDA Sabbath School Quarterly,Books and reference,14773,500000,Free,0,Everyone,4.1.92,3,6.4,Books & Reference,,09/10/2017
4.7,"Selfie Camera: Beauty Camera, Photo Editor,Collage",Photography,31985,1000000,Free,0,Everyone,1.7.14,4.2,9.1,Photography,,06/08/2018
4.7,Service CU Mobile Banking,Finance,6208,100000,Free,0,Everyone,5.9.1.0,5,14,Finance,,12/06/2018
4.7,Simple Habit Meditation,Health and fitness,11689,500000,Free,0,Everyone,1.29.15,4.4,20,Health & Fitness,,27/07/2018
4.7,Simple Recipes,Food and drink,3803,500000,Free,0,Everyone,1.6,4,15,Food & Drink,,22/02/2018
4.7,Solar CT PV System Power,Productivity,315,10000,Free,0,Everyone,SolarCT 1.9 v,4,14,Productivity,,22/01/2018
4.7,Solitaire,Game,254258,10000000,Free,0,Everyone,2.137.0,4.1,23,Card,,01/08/2018
4.7,Solitaire!,Game,403911,10000000,Free,0,Everyone,2.277.0,4.1,23,Card,,24/06/2018
4.7,Offline Maps & Navigation,Travel and local,192641,5000000,Free,0,Everyone,17.4.1,4.0.3,33,Travel & Local,,07/06/2018
4.7,Offline Maps & Navigation,Travel and local,193364,5000000,Free,0,Everyone,17.4.1,4.0.3,33,Travel & Local,,07/06/2018
4.7,Offline: English to Tagalog Dictionary,Books and reference,967,500000,Free,0,Everyone,1.1.6,4.0.3,6.7,Books & Reference,,04/08/2018
4.7,OmniMedix Medical Calculator,Medical,25,1000,Paid,4.99,Everyone,3.1.6,3,1.2,Medical,,11/06/2016
4.7,Onefootball - Soccer Scores,Sports,911995,10000000,Free,0,Everyone,10.8.1.330,4.4,20,Sports,,01/08/2018
4.7,OnePlus Icon Pack - Square,Personalization,229,500000,Free,0,Everyone,1.9.1.180419172630.4a15962,5,1.1,Personalization,,23/05/2018
4.7,My Budget Book,Finance,19784,100000,Paid,2.99,Everyone,7.6,4,7.3,Finance,,13/06/2018
4.7,My Calendar - Period Tracker,Medical,156410,5000000,Free,0,Everyone,5.9.6,4.1,14,Medical,,03/08/2018
4.7,Nasihat - Chalo ae Pyaara,Family,557,10000,Free,0,Everyone,1,2.1,6.7,Education,,09/10/2015
4.7,Natural recipes for your beauty,Beauty,1150,100000,Free,0,Everyone,4,4.1,9.8,Beauty,,15/05/2018
4.7,Navi Radiography Pro,Medical,11,500,Paid,15.99,Everyone,1.2.0,4.0.3,100,Medical,,14/01/2018
4.7,Neon-R (Red),Personalization,25,100,Paid,0.99,Everyone,1,4.0.3,41,Personalization,,12/03/2015
4.7,Neuvaine au Saint-Esprit,Lifestyle,57,10000,Free,0,Everyone,1.1,4,5.8,Lifestyle,,18/09/2017
4.7,NEW Theme for Phone X,Personalization,8642,500000,Free,0,Everyone,1.1.6,4,3.7,Personalization,,22/05/2018
4.7,News: RFI Hausa,News and magazines,10,1000,Free,0,Everyone,1,4.1,6.3,News & Magazines,,28/04/2018
4.7,Nike,Shopping,67071,1000000,Free,0,Everyone,2.24.0,4.4,40,Shopping,,01/08/2018
4.7,Q Mobile Banking,Finance,460,10000,Free,0,Everyone,5.9.1.0,5,12,Finance,,26/06/2018
4.7,Quadratic Equation Solver with Steps and Graphs,Family,513,50000,Free,0,Everyone,1.4.1,4,9.8,Education,,14/12/2017
4.7,"Quik â€“ Free Video Editor for photos, clips, music",Video players,696665,10000000,Free,0,Everyone,4.7.4.3869-7b2372c3e,5,91,Video Players & Editors,,05/07/2018
4.7,RÃ¶hrich Werner Soundboard,Comics,2249,500000,Free,0,Everyone,1.08,4.0.3,32,Comics,,16/11/2017
4.7,Recipes Pastries and homemade pies More than 500 recipes for pastries,Food and drink,14065,500000,Free,0,Everyone,1.2.2,4.1,7.1,Food & Drink,,12/06/2018
4.7,Poke Genie - Safe IV Calculator,Tools,92958,1000000,Free,0,Everyone,1.13.0,5,36,Tools,,27/07/2018
4.7,Pregnancy Tracker & Countdown to Baby Due Date,Parenting,658087,10000000,Free,0,Everyone,3.15.1,5,62,Parenting,,24/05/2018
4.7,PriorityONE Credit Union of Fl,Finance,178,1000,Free,0,Everyone,5.9.1.0,5,12,Finance,,12/06/2018
4.7,Ovia Parenting & Baby Development Tracker,Medical,6185,100000,Free,0,Everyone,1.2.0,4.3,38,Medical,,03/08/2018
4.7,Permit Test FL Florida DHSMV,Family,246,10000,Free,0,Everyone,2.9.0,4.1,11,Education,,12/10/2017
4.7,Photo Designer - Write your name with shapes,Art and design,3632,500000,Free,0,Everyone,3.1,4.1,5.5,Art & Design,,31/07/2018
4.7,Pink Guy - Ey B0ss,Family,13,500,Free,0,Everyone,1,4.0.3,1.2,Entertainment,,04/05/2016
4.7,PIP Camera - PIP Collage Maker,Art and design,158,10000,Free,0,Everyone,1.3,4.0.3,11,Art & Design,,29/11/2017
4.7,Pixel Art: Color by Number Game,Game,1125017,10000000,Free,0,Everyone,3.9.2,4.3,25,Puzzle,,17/07/2018
4.7,Pixel Art: Color by Number Game,Game,1125438,10000000,Free,0,Everyone,3.9.2,4.3,25,Puzzle,,17/07/2018
4.7,Pixel Art: Color by Number Game,Game,1125566,10000000,Free,0,Everyone,3.9.2,4.3,25,Puzzle,,17/07/2018
4.7,PLANK!,Game,7196,500000,Free,0,Everyone,1.0.2,4.3,38,Arcade,,17/07/2018
4.7,TorrDroid - Torrent Downloader,Tools,59632,1000000,Free,0,Everyone,1.5.2,4.1,10,Tools,,03/04/2018
4.7,Trucker Path â€“ Truck Stops & Weigh Stations,Maps and navigation,38375,1000000,Free,0,Everyone,3.0.2,4.1,49,Maps & Navigation,,26/07/2018
4.7,Tsuro - The Game of the Path,Family,2195,10000,Paid,2.99,Everyone,1.3.3,2.3,37,Board,Brain Games,02/08/2016
4.7,TurboScan: scan documents and receipts in PDF,Business,11442,100000,Paid,4.99,Everyone,1.5.2,4,6.8,Business,,25/03/2018
4.7,"U Launcher Lite â€“ FREE Live Cool Themes, Hide Apps",Art and design,87510,5000000,Free,0,Everyone,1.2.4,4.0.3,8.7,Art & Design,,01/08/2018
4.7,Ultimate Ab & Core Workouts,Health and fitness,55571,1000000,Free,0,Everyone,1.23,4,12,Health & Fitness,,21/02/2018
4.7,Ultimate Clash Royale Tracker,Family,92010,1000000,Free,0,Everyone,1.4.8,4.2,5.9,Strategy,,04/07/2018
4.7,"Ultimate Public Campgrounds (Over 37,100 in US&CA)",Travel and local,213,5000,Paid,3.99,Everyone,1.8.8.0,4.4,6.1,Travel & Local,,05/08/2018
4.7,UNICORN - Color By Number & Pixel Art Coloring,Art and design,8145,500000,Free,0,Everyone,1.0.9,4.4,24,Art & Design,Creativity,02/08/2018
4.7,UNICORN - Color By Number & Pixel Art Coloring,Family,8264,500000,Free,0,Everyone,1.0.9,4.4,24,Art & Design,Creativity,02/08/2018
4.7,UniFi,Tools,11018,500000,Free,0,Everyone,1.7.0,4.1,25,Tools,,25/07/2018
4.7,V BTS Wallpaper,Personalization,127,5000,Free,0,Everyone,8,3,9.5,Personalization,,04/05/2018
4.7,V Bucks ProTips New,Social,594,1000,Free,0,Everyone,1,2.1,3.6,Social,,19/07/2018
4.7,"Video Editor,Crop Video,Movie Video,Music,Effects",Video players,53006,1000000,Free,0,Everyone,1.5.1,4.4,44,Video Players & Editors,,03/08/2018
4.7,Voxel - 3D Color by Number & Pixel Coloring Book,Game,62561,1000000,Free,0,Everyone,2.4.11,4.1,53,Board,,31/07/2018
4.7,Walk Freely (Ec Shlire),Tools,62,1000,Free,0,Everyone,1.1.3,4.1,2.3,Tools,,13/11/2017
4.7,"WalletHub - Free Credit Score, Report & Monitoring",Finance,1311,50000,Free,0,Everyone,1.4.11,4.4,9.3,Finance,,19/06/2018
4.7,"Wallpapers HD, 4K Backgrounds",Personalization,273994,10000000,Free,0,Everyone,2.3.27,4.4,12,Personalization,,23/07/2018
4.7,We Bare Bears Match3 Repairs,Family,39153,1000000,Free,0,Everyone,1.1.7,4.1,98,Puzzle,,25/07/2018
4.7,weather - weather forecast,Weather,11118,1000000,Free,0,Everyone,30,4,9.7,Weather,,26/04/2018
4.7,Weather Forecast Pro,Weather,14051,100000,Paid,3.99,Everyone,8.5,4,8.7,Weather,,04/08/2018
4.7,WhatsVPN - Unlimited Free VPN,Tools,24985,500000,Free,0,Everyone,2.2.927,4.1,7.8,Tools,,27/07/2018
4.7,Where is my Train : Indian Railway & PNR Status,Travel and local,620534,10000000,Free,0,Everyone,5.7.3,4.0.3,9.8,Travel & Local,,30/07/2018
4.7,Where's My Water?,Family,188740,1000000,Paid,1.99,Everyone,1.16.0,4.2,69,Puzzle,Brain Games,05/07/2018
4.7,White Sound Pro,Health and fitness,16570,500000,Free,0,Everyone,4.8.0,4.4,73,Health & Fitness,,29/07/2018
4.7,Woody Puzzle,Game,21262,1000000,Free,0,Everyone,1.0.9,4.4,29,Puzzle,,03/08/2018
4.7,Word Search,Game,295241,10000000,Free,0,Everyone,1.1.3,3,3.9,Word,,06/06/2018
4.7,Word Search,Game,295305,10000000,Free,0,Everyone,1.1.3,3,3.9,Word,,06/06/2018
4.7,Word Search,Game,295576,10000000,Free,0,Everyone,1.1.3,3,3.9,Word,,06/06/2018
4.7,X Launcher Prime: With OS Style Theme & No Ads,Art and design,149,1000,Paid,1.99,Everyone,1.2.2,4.1,3.5,Art & Design,,30/07/2018
4.7,"X Launcher Pro: PhoneX Theme, OS11 Control Center",Art and design,801,5000,Paid,1.99,Everyone,2.1.2,4.1,3.5,Art & Design,,30/07/2018
4.7,X Launcher: With OS11 Style Theme & Control Center,Art and design,5754,100000,Free,0,Everyone,2.1.2,4.1,4.4,Art & Design,,30/07/2018
4.7,Zoho Reports - Mobile BI,Business,45,5000,Free,0,Everyone,2.0.5,4.1,12,Business,,23/05/2018
4.7,Zombie Catchers,Game,989158,10000000,Free,0,Everyone,1.0.27,4.1,75,Action,,24/05/2018
4.7,Zombie Catchers,Game,990491,10000000,Free,0,Everyone,1.0.27,4.1,75,Action,,24/05/2018
4.7,Zombie Catchers,Game,990586,10000000,Free,0,Everyone,1.0.27,4.1,75,Action,,24/05/2018
4.7,Zombie Catchers,Game,990663,10000000,Free,0,Everyone,1.0.27,4.1,75,Action,,24/05/2018
4.7,Zombie Catchers,Game,990723,10000000,Free,0,Everyone,1.0.27,4.1,75,Action,,24/05/2018
4.7,Zombie Catchers,Game,990796,10000000,Free,0,Everyone,1.0.27,4.1,75,Action,,24/05/2018
4.8,2 Amateur ham radio CW Morse code practice keys TX,Communication,6,100,Paid,1.49,Everyone,1.0.9,1.6,3.5,Communication,,05/03/2018
4.8,30 Day AB Challenge - Lumowell,Health and fitness,793,10000,Free,0,Everyone,1.0.3,4.0.3,40,Health & Fitness,,15/09/2016
4.8,7 minute abs workout - Daily Ab Workout,Health and fitness,527,100000,Free,0,Everyone,2.01,4.1,23,Health & Fitness,,30/03/2018
4.8,Abs workout - 21 Day Fitness Challenge,Health and fitness,18604,1000000,Free,0,Everyone,1.0.0.9,4.1,15,Health & Fitness,,02/05/2018
4.8,Abs Workout - Burn Belly Fat with No Equipment,Health and fitness,69279,10000000,Free,0,Everyone,1.1.8,4.2,10,Health & Fitness,,23/07/2018
4.8,"Abs, Core & Back Workout Challenge",Health and fitness,3908,100000,Free,0,Everyone,1.5.8,4.1,33,Health & Fitness,,09/07/2018
4.8,Aegis BT,Business,16,500,Free,0,Everyone,1.0.10,4.1,4.5,Business,,06/09/2017
4.8,AJ Gray Icon Pack,Personalization,5,50,Paid,0.99,Everyone,1.1,4.1,35,Personalization,,22/04/2018
4.8,AJ Player,Video players,18,100,Free,0,Everyone,1.6.3.1,5,1.7,Video Players & Editors,,22/04/2018
4.8,AJ Styles HD Wallpapers,Art and design,48,5000,Free,0,Everyone,1.1.1,4.1,25,Art & Design,,04/08/2018
4.8,Al Quran (Tafsir & by Word),Books and reference,57400,500000,Free,0,Everyone,1.6.5,4,14,Books & Reference,,30/07/2018
4.8,Al Quran Indonesia,Books and reference,445756,10000000,Free,0,Everyone,2.6.22,4,16,Books & Reference,,15/05/2018
4.8,AP World History: Practice Tests and Flashcards,Family,21,5000,Free,0,Everyone,1.6.7.1,4.1,5.4,Education,,03/07/2018
4.8,Arab Halls - For Wedding & Events,Events,28,1000,Free,0,Everyone,8.0bld14,4.1,6.3,Events,,20/05/2018
4.8,Aw Restaurant,Family,4,100,Free,0,Everyone,1,4,43,Casual,,06/02/2018
4.8,AY Sing,Books and reference,111,5000,Free,0,Everyone,1.6.2,4.1,10,Books & Reference,,21/05/2018
4.8,Az Video Status,Family,13,100,Free,0,Everyone,1.0.4,4.1,6,Entertainment,,02/08/2018
4.8,Baba Yaad Hai?(BK's),Family,160,10000,Free,0,Everyone,1.3,2.3,13,Entertainment,,05/03/2017
4.8,Bar-B-Q Recipes,Food and drink,18,5000,Free,0,Everyone,1,4,3.5,Food & Drink,,15/08/2016
4.8,"Barca News - FC Barcelona, World Foot & Transfers",Sports,160,10000,Free,0,Everyone,4,4.1,6.4,Sports,,04/08/2018
4.8,BD Attendance,Productivity,93,1000,Free,0,Everyone,2.3.14,4.3,14,Productivity,,17/07/2018
4.8,BD Briight: Your Diabetes Personal Assistant,Medical,17,5000,Free,0,Everyone,1.5.0,5,37,Medical,,19/07/2018
4.8,BD Fishpedia,Books and reference,123,1000,Free,0,Everyone,3.15317,3,6.5,Books & Reference,,15/03/2017
4.8,Be Stronger,Health and fitness,787,1000,Paid,1.99,Everyone,1.4.7,4.0.3,53,Health & Fitness,,31/07/2018
4.8,Best Browser BD social networking,Communication,6,10,Free,0,Everyone,2,4.1,21,Communication,,04/07/2018
4.8,BG Products,Auto and vehicles,4,500,Free,0,Everyone,1.3,5,4.5,Auto & Vehicles,,28/11/2017
4.8,BG+Phone Backup,Productivity,16,1000,Free,0,Everyone,1.0.3,2.3,2.6,Productivity,,17/02/2017
4.8,BGKontakti Vienna BG Kontakti,Social,111,1000,Free,0,Everyone,2.42,4.1,5.9,Social,,18/07/2018
4.8,BH Challenge - Museum of the Jewish People,Family,12,1000,Free,0,Everyone,1.3.6,4.2,28,Education,,26/03/2018
4.8,BH Patrole,Auto and vehicles,27,500,Free,0,Everyone,2,4.4,2.5,Auto & Vehicles,,15/02/2018
4.8,Bitcoin & Cryptocurrency - Bx,Finance,11,1000,Free,0,Everyone,0.1.6,4.1,3.7,Finance,,28/11/2017
4.8,BK Murli Offline April 2017,Lifestyle,33,5000,Free,0,Everyone,1,4.0.3,2.4,Lifestyle,,03/05/2017
4.8,BK murli today (Mobile Murli) - Gyan,Family,100,5000,Free,0,Everyone,2,4.4,4.5,Education,,05/08/2018
4.8,BT Find Address for Bluetooth,Business,8,5000,Free,0,Everyone,2,3,2.6,Business,,31/10/2017
4.8,BTS V Kim Taehyung Wallpapers Kpop HD New,Personalization,51,5000,Free,0,Everyone,1.1.1,4,3.4,Personalization,,10/06/2018
4.8,BTS V LINE Launcher theme,Personalization,3283,100000,Free,0,Everyone,4.1,4.0.3,3.6,Personalization,,17/10/2014
4.8,BW-Go,Game,265,1000,Paid,3.49,Everyone,4.8.1,2.3,1.3,Board,,18/06/2015
4.8,BZ Reminder PRO,Business,726,1000,Paid,3.99,Everyone,2.3.3,4.1,5.4,Business,,20/12/2017
4.8,C BOOK-C PROGRAMS,Family,138,10000,Free,0,Everyone,1,3,2.1,Education,,22/09/2017
4.8,C Functions,Family,55,1000,Free,0,Everyone,1,4.0.3,1.5,Education,,26/09/2015
4.8,C Prowess,Family,306,5000,Free,0,Everyone,1.2,4.1,3.3,Education,,03/06/2017
4.7,Daily DM,Personalization,51,1000,Free,0,Everyone,1,2.1,0.25,Personalization,,04/10/2013
4.7,Daniel Tiger for Parents,Parenting,247,100000,Free,0,Everyone,1.3.0,4.4,28,Parenting,Music & Video,19/03/2018
4.7,Day Night Live Wallpaper (All),Personalization,4856,50000,Paid,2.49,Everyone,1.5.3,4,18,Personalization,,31/01/2018
4.7,Cytus,Game,541732,5000000,Free,0,Everyone,10.0.10,2.3,20,Music,,09/02/2018
4.7,Candy Pop Story,Family,12948,1000000,Free,0,Everyone,2.0.3165,2.3,23,Casual,Brain Games,24/05/2018
4.7,"Canva: Poster, banner, card maker & graphic design",Art and design,174531,10000000,Free,0,Everyone,1.6.1,4.1,24,Art & Design,,31/07/2018
4.7,CritDice - Dice Roller,Family,2910,50000,Free,0,Everyone,2.0.0,4.1,5.3,Entertainment,,30/10/2016
4.7,Crypto Tracker by BitScreener,Finance,396,10000,Free,0,Everyone,3.1.5,5,12,Finance,,05/08/2018
4.7,CT Scan Generations,Family,6,1000,Free,0,Everyone,1,4,5.1,Education,,01/04/2018
4.7,CVRIA,Business,68,10000,Free,0,Everyone,1.1.10,4.4,3.5,Business,,11/05/2017
4.7,Cx File Explorer,Tools,175,10000,Free,0,Everyone,1.0.7,5,4.3,Tools,,28/07/2018
4.7,CY Digital Net,Shopping,3,500,Free,0,Everyone,2.0.0,4,5.8,Shopping,,01/08/2017
4.7,Cy-Fair FCU Mobile Banking,Finance,439,5000,Free,0,Everyone,5.7.1.0,5,13,Finance,,30/01/2018
4.7,Fantastic Chefs: Match 'n Cook,Family,8600,500000,Free,0,Everyone,1.0.7,4.0.3,91,Puzzle,,27/07/2018
4.7,Faustop Sounds,Comics,1677,100000,Free,0,Everyone,1.7.7,4.1,40,Comics,,26/05/2018
4.7,Favorite children's songs,Parenting,39,10000,Free,0,Everyone,1.2.5,4.2,95,Parenting,,06/07/2018
4.7,FB Photographie,Photography,37,1000,Free,0,Everyone,2,4,10,Photography,,22/05/2016
4.7,FC Barcelona Official Keyboard,Sports,5229,500000,Free,0,Everyone,2.1.0.0.15734,4.1,20,Sports,,17/05/2018
4.7,FD Community FCU Mobile,Finance,175,1000,Free,0,Everyone,5.9.1.0,5,12,Finance,,12/06/2018
4.7,Five Nights at Flappy's,Game,4041,10000,Free,0,Everyone,1.5.14,2.3.3,24,Arcade,,27/06/2017
4.7,Dr B R Ambedkar (Jai Bhim),Social,2068,100000,Free,0,Everyone,1,2.2,7.5,Social,,13/04/2014
4.7,Dr. Seuss's ABC,Family,429,10000,Paid,3.99,Everyone,2.05,4.0.3,12,Books & Reference,Education,26/02/2018
4.7,Dragon Ball Wallpaper - Ringtones,Comics,73,10000,Free,0,Everyone,1.9,4.0.3,8.3,Comics,,23/07/2018
4.7,DRAGON QUEST IV,Family,1647,10000,Paid,14.99,Everyone,1.0.5,2.3,16,Role Playing,,28/02/2017
4.7,Dog Run - Pet Dog Simulator,Family,48615,10000000,Free,0,Everyone,1.4.12,4.1,24,Simulation,Action & Adventure,22/05/2018
4.7,Dog Run - Pet Dog Simulator,Family,48701,10000000,Free,0,Everyone,1.4.12,4.1,24,Simulation,Action & Adventure,22/05/2018
4.7,Dog Run - Pet Dog Simulator,Game,48615,10000000,Free,0,Everyone,1.4.12,4.1,24,Simulation,Action & Adventure,22/05/2018
4.7,Driver Permit Test Prep DC DMV Driver's License Ed,Family,78,5000,Free,0,Everyone,2.9.0,4.1,11,Education,,12/10/2017
4.7,DU Collage Maker - Photo Collage & Grid & Layout,Photography,4595,100000,Free,0,Everyone,1.4.0,4,2.5,Photography,,04/09/2017
4.7,DW ÙØ§Ø±Ø³ÛŒ By dw-arab.com,News and magazines,11,1000,Free,0,Everyone,1.0.0,4.1,4.4,News & Magazines,,26/03/2017
4.7,DWWW 774 Ultimate AM Radio,News and magazines,327,10000,Free,0,Everyone,4.0.9,4.1,31,News & Magazines,,26/06/2018
4.7,ðŸ”¥ Football Wallpapers 4K | Full HD Backgrounds ðŸ˜,Entertainment,11661,1000000,Free,0,Everyone,1.1.3.2,4.0.3,4,Entertainment,,14/07/2018
4.7,Dz Dinars Numbers to letters,Productivity,2807,100000,Free,0,Everyone,0.74 11.12.2016,4.0.3,9.8,Productivity,,15/12/2016
4.7,Easy Recipes,Food and drink,2707,100000,Free,0,Everyone,2.12,4.0.3,8.9,Food & Drink,,15/05/2018
4.7,eBoox: book reader fb2 epub zip,Books and reference,21336,1000000,Free,0,Everyone,1.28,3,23,Books & Reference,,20/06/2018
4.7,"Egg, Inc.",Family,580160,5000000,Free,0,Everyone,1.7.5,4.0.3,29,Simulation,,13/06/2018
